Sequence	Count	Probability(%)
6218	51	0.002864
3354	51	0.002864
9486	51	0.002864
6406	51	0.002864
2637	51	0.002864
2771	51	0.002864
7525	51	0.002864
3584	51	0.002864
7271	51	0.002864
8629	51	0.002864
5498	51	0.002864
5616	51	0.002864
9515	51	0.002864
6208	51	0.002864
3803	51	0.002864
2743	51	0.002864
4637	51	0.002864
5509	51	0.002864
7663	51	0.002864
0232	51	0.002864
4540	51	0.002864
0090	51	0.002864
0979	51	0.002864
2443	51	0.002864
8709	51	0.002864
4997	51	0.002864
8128	51	0.002864
4465	51	0.002864
7456	51	0.002864
5313	51	0.002864
0185	51	0.002864
8395	51	0.002864
6870	51	0.002864
3574	51	0.002864
3720	51	0.002864
5748	51	0.002864
5968	51	0.002864
7429	51	0.002864
2749	51	0.002864
5607	51	0.002864
5242	51	0.002864
5883	51	0.002864
3562	51	0.002864
5553	51	0.002864
4571	51	0.002864
6645	51	0.002864
1746	51	0.002864
0257	51	0.002864
4897	50	0.002808
3480	50	0.002808
3159	50	0.002808
5247	50	0.002808
5875	50	0.002808
6702	50	0.002808
6386	50	0.002808
9030	50	0.002808
5983	50	0.002808
6812	50	0.002808
8682	50	0.002808
8022	50	0.002808
6370	50	0.002808
3702	50	0.002808
4802	50	0.002808
4703	50	0.002808
6887	50	0.002808
3503	50	0.002808
6216	50	0.002808
4977	50	0.002808
8294	50	0.002808
9163	50	0.002808
7125	50	0.002808
0259	50	0.002808
9921	50	0.002808
4980	50	0.002808
3409	50	0.002808
7813	50	0.002808
6625	50	0.002808
4351	50	0.002808
6883	50	0.002808
3581	50	0.002808
3845	50	0.002808
6802	50	0.002808
0048	50	0.002808
8216	50	0.002808
6706	50	0.002808
3165	50	0.002808
3147	50	0.002808
6635	50	0.002808
5816	50	0.002808
6586	50	0.002808
0054	50	0.002808
4982	50	0.002808
1851	50	0.002808
8221	50	0.002808
5777	50	0.002808
3279	50	0.002808
4527	50	0.002808
2766	50	0.002808
9228	50	0.002808
2742	50	0.002808
0085	50	0.002808
4722	50	0.002808
4294	50	0.002808
4171	50	0.002808
0250	50	0.002808
4451	50	0.002808
9426	50	0.002808
9945	50	0.002808
4119	50	0.002808
5552	50	0.002808
3633	50	0.002808
4859	50	0.002808
9631	50	0.002808
4798	50	0.002808
5143	50	0.002808
8253	50	0.002808
4157	50	0.002808
8111	50	0.002808
4263	50	0.002808
4795	50	0.002808
2971	50	0.002808
0155	50	0.002808
9577	50	0.002808
5714	50	0.002808
6799	50	0.002808
7587	50	0.002808
9015	50	0.002808
7807	50	0.002808
3630	50	0.002808
0063	50	0.002808
4426	50	0.002808
4394	50	0.002808
5855	50	0.002808
7696	50	0.002808
8674	50	0.002808
6795	50	0.002808
3671	50	0.002808
3336	50	0.002808
7770	50	0.002808
9321	50	0.002808
6129	50	0.002808
5794	50	0.002808
4146	50	0.002808
8610	50	0.002808
9080	50	0.002808
6786	50	0.002808
6806	50	0.002808
7533	50	0.002808
5180	50	0.002808
8710	50	0.002808
2049	50	0.002808
3429	50	0.002808
5443	50	0.002808
4683	50	0.002808
5054	50	0.002808
8012	50	0.002808
4758	50	0.002808
3801	50	0.002808
3365	50	0.002808
6663	50	0.002808
7233	50	0.002808
0976	50	0.002808
3542	50	0.002808
3619	50	0.002808
4055	50	0.002808
7333	50	0.002808
6136	50	0.002808
9508	50	0.002808
2361	50	0.002808
8579	50	0.002808
4579	50	0.002808
9134	50	0.002808
0996	50	0.002808
6030	50	0.002808
5766	50	0.002808
4052	50	0.002808
8980	50	0.002808
9711	50	0.002808
3076	50	0.002808
9339	50	0.002808
8983	50	0.002808
6621	50	0.002808
0234	50	0.002808
5352	50	0.002808
9976	50	0.002808
5460	50	0.002808
9612	50	0.002808
8722	49	0.002752
7305	49	0.002752
2963	49	0.002752
5903	49	0.002752
8700	49	0.002752
8143	49	0.002752
4069	49	0.002752
4366	49	0.002752
5964	49	0.002752
5316	49	0.002752
5382	49	0.002752
7592	49	0.002752
4597	49	0.002752
8207	49	0.002752
4476	49	0.002752
7584	49	0.002752
8476	49	0.002752
3596	49	0.002752
8666	49	0.002752
8374	49	0.002752
7697	49	0.002752
2851	49	0.002752
7214	49	0.002752
8003	49	0.002752
3237	49	0.002752
8198	49	0.002752
6022	49	0.002752
4517	49	0.002752
9128	49	0.002752
2948	49	0.002752
6577	49	0.002752
8224	49	0.002752
8859	49	0.002752
5396	49	0.002752
9093	49	0.002752
4198	49	0.002752
4999	49	0.002752
9323	49	0.002752
2738	49	0.002752
5139	49	0.002752
3647	49	0.002752
0256	49	0.002752
7278	49	0.002752
4270	49	0.002752
8226	49	0.002752
4460	49	0.002752
6232	49	0.002752
3397	49	0.002752
5451	49	0.002752
7502	49	0.002752
6478	49	0.002752
9854	49	0.002752
5561	49	0.002752
9320	49	0.002752
9996	49	0.002752
2052	49	0.002752
8214	49	0.002752
0268	49	0.002752
3667	49	0.002752
6174	49	0.002752
1857	49	0.002752
4257	49	0.002752
5645	49	0.002752
4828	49	0.002752
5177	49	0.002752
5572	49	0.002752
3356	49	0.002752
0598	49	0.002752
6683	49	0.002752
5178	49	0.002752
4160	49	0.002752
0137	49	0.002752
2944	49	0.002752
8831	49	0.002752
6474	49	0.002752
4226	49	0.002752
6804	49	0.002752
6229	49	0.002752
4875	49	0.002752
5824	49	0.002752
8196	49	0.002752
4871	49	0.002752
9120	49	0.002752
7118	49	0.002752
9692	49	0.002752
5799	49	0.002752
6567	49	0.002752
3358	49	0.002752
2660	49	0.002752
0869	49	0.002752
9676	49	0.002752
5147	49	0.002752
2973	49	0.002752
3775	49	0.002752
3272	49	0.002752
7931	49	0.002752
7418	49	0.002752
0279	49	0.002752
5547	49	0.002752
3605	49	0.002752
6269	49	0.002752
3513	49	0.002752
4780	49	0.002752
3882	49	0.002752
9893	49	0.002752
9683	49	0.002752
4409	49	0.002752
5003	49	0.002752
5697	49	0.002752
9298	49	0.002752
8715	49	0.002752
9217	49	0.002752
6503	49	0.002752
1638	49	0.002752
5196	49	0.002752
6169	49	0.002752
5782	49	0.002752
3582	49	0.002752
7281	49	0.002752
7132	49	0.002752
0483	49	0.002752
7276	49	0.002752
6251	49	0.002752
6502	49	0.002752
5897	49	0.002752
5550	49	0.002752
5813	49	0.002752
3921	49	0.002752
3171	49	0.002752
3428	49	0.002752
4256	49	0.002752
5036	49	0.002752
5428	49	0.002752
9414	49	0.002752
3675	49	0.002752
3632	49	0.002752
4913	49	0.002752
5950	49	0.002752
5126	49	0.002752
7186	49	0.002752
8509	49	0.002752
0157	49	0.002752
7620	49	0.002752
8776	49	0.002752
8531	49	0.002752
6579	49	0.002752
0879	49	0.002752
7555	49	0.002752
3840	49	0.002752
8193	49	0.002752
7012	49	0.002752
6126	49	0.002752
9449	49	0.002752
8010	49	0.002752
5342	49	0.002752
7203	49	0.002752
4617	49	0.002752
5630	49	0.002752
8338	49	0.002752
7994	49	0.002752
0036	49	0.002752
8427	49	0.002752
5164	49	0.002752
5119	49	0.002752
4417	49	0.002752
5608	49	0.002752
6207	49	0.002752
3807	48	0.002696
8882	48	0.002696
7130	48	0.002696
8410	48	0.002696
5425	48	0.002696
9984	48	0.002696
9883	48	0.002696
9250	48	0.002696
7033	48	0.002696
6616	48	0.002696
7855	48	0.002696
8315	48	0.002696
7504	48	0.002696
4014	48	0.002696
7622	48	0.002696
5217	48	0.002696
0076	48	0.002696
9124	48	0.002696
5330	48	0.002696
8252	48	0.002696
8693	48	0.002696
0081	48	0.002696
0679	48	0.002696
6685	48	0.002696
3564	48	0.002696
4045	48	0.002696
6822	48	0.002696
8978	48	0.002696
7420	48	0.002696
9322	48	0.002696
5620	48	0.002696
3701	48	0.002696
5025	48	0.002696
7875	48	0.002696
4807	48	0.002696
4813	48	0.002696
4254	48	0.002696
6261	48	0.002696
9333	48	0.002696
2657	48	0.002696
3035	48	0.002696
3942	48	0.002696
0247	48	0.002696
4655	48	0.002696
8832	48	0.002696
6219	48	0.002696
8414	48	0.002696
7236	48	0.002696
6467	48	0.002696
2753	48	0.002696
4377	48	0.002696
3716	48	0.002696
4822	48	0.002696
9050	48	0.002696
5031	48	0.002696
8223	48	0.002696
6798	48	0.002696
2661	48	0.002696
8493	48	0.002696
9186	48	0.002696
4616	48	0.002696
6414	48	0.002696
5920	48	0.002696
5967	48	0.002696
7745	48	0.002696
8976	48	0.002696
6061	48	0.002696
2968	48	0.002696
4386	48	0.002696
6403	48	0.002696
5899	48	0.002696
2958	48	0.002696
4624	48	0.002696
4666	48	0.002696
4618	48	0.002696
9654	48	0.002696
5778	48	0.002696
4340	48	0.002696
8102	48	0.002696
4361	48	0.002696
6384	48	0.002696
8774	48	0.002696
3267	48	0.002696
4572	48	0.002696
5014	48	0.002696
9397	48	0.002696
0066	48	0.002696
2746	48	0.002696
8865	48	0.002696
0297	48	0.002696
9384	48	0.002696
7684	48	0.002696
5245	48	0.002696
1641	48	0.002696
2437	48	0.002696
6118	48	0.002696
6273	48	0.002696
6532	48	0.002696
6608	48	0.002696
3655	48	0.002696
0094	48	0.002696
3919	48	0.002696
4013	48	0.002696
9522	48	0.002696
8563	48	0.002696
7506	48	0.002696
6268	48	0.002696
0150	48	0.002696
9894	48	0.002696
8929	48	0.002696
5357	48	0.002696
4015	48	0.002696
9227	48	0.002696
6866	48	0.002696
3814	48	0.002696
5977	48	0.002696
8607	48	0.002696
2759	48	0.002696
5877	47	0.002640
6180	47	0.002640
5902	47	0.002640
7823	47	0.002640
6530	47	0.002640
6242	47	0.002640
2072	47	0.002640
5812	47	0.002640
7332	47	0.002640
4166	47	0.002640
9852	47	0.002640
5295	47	0.002640
3828	47	0.002640
4648	47	0.002640
3430	47	0.002640
4702	47	0.002640
5868	47	0.002640
5275	47	0.002640
8313	47	0.002640
9127	47	0.002640
6313	47	0.002640
4548	47	0.002640
5128	47	0.002640
9527	47	0.002640
0176	47	0.002640
6217	47	0.002640
4043	47	0.002640
0977	47	0.002640
2863	47	0.002640
4880	47	0.002640
9389	47	0.002640
5271	47	0.002640
5982	47	0.002640
8924	47	0.002640
7910	47	0.002640
5819	47	0.002640
5681	47	0.002640
4145	47	0.002640
7993	47	0.002640
6665	47	0.002640
7814	47	0.002640
4317	47	0.002640
2835	47	0.002640
5528	47	0.002640
4273	47	0.002640
8915	47	0.002640
7702	47	0.002640
7507	47	0.002640
3884	47	0.002640
1762	47	0.002640
1741	47	0.002640
2951	47	0.002640
5028	47	0.002640
8126	47	0.002640
6009	47	0.002640
5216	47	0.002640
4179	47	0.002640
8870	47	0.002640
5530	47	0.002640
8501	47	0.002640
7854	47	0.002640
3071	47	0.002640
5080	47	0.002640
8775	47	0.002640
3616	47	0.002640
8756	47	0.002640
6025	47	0.002640
5042	47	0.002640
5378	47	0.002640
2837	47	0.002640
0477	47	0.002640
8762	47	0.002640
6875	47	0.002640
9682	47	0.002640
8399	47	0.002640
3527	47	0.002640
9975	47	0.002640
9386	47	0.002640
4509	47	0.002640
3079	47	0.002640
9680	47	0.002640
8664	47	0.002640
8150	47	0.002640
3880	47	0.002640
9130	47	0.002640
9371	47	0.002640
3603	47	0.002640
2734	47	0.002640
8391	47	0.002640
9095	47	0.002640
5675	47	0.002640
2061	47	0.002640
4729	47	0.002640
7170	47	0.002640
5609	47	0.002640
8172	47	0.002640
6162	47	0.002640
0536	47	0.002640
2957	47	0.002640
3628	47	0.002640
4332	47	0.002640
5849	47	0.002640
8125	47	0.002640
5194	47	0.002640
7522	47	0.002640
0432	47	0.002640
8479	47	0.002640
7225	47	0.002640
5363	47	0.002640
5705	47	0.002640
8777	47	0.002640
4718	47	0.002640
9796	47	0.002640
5981	47	0.002640
4534	47	0.002640
6198	47	0.002640
8799	47	0.002640
5135	47	0.002640
8867	47	0.002640
4194	47	0.002640
4662	47	0.002640
4726	47	0.002640
9236	47	0.002640
9403	47	0.002640
2967	47	0.002640
9841	47	0.002640
2651	47	0.002640
9474	47	0.002640
3722	47	0.002640
4921	47	0.002640
8478	47	0.002640
2871	47	0.002640
3176	47	0.002640
8631	47	0.002640
4165	47	0.002640
4479	47	0.002640
5749	47	0.002640
0051	47	0.002640
9559	47	0.002640
4865	47	0.002640
3152	46	0.002583
0878	46	0.002583
5438	46	0.002583
2755	46	0.002583
4530	46	0.002583
7387	46	0.002583
4959	46	0.002583
7182	46	0.002583
4825	46	0.002583
7396	46	0.002583
9481	46	0.002583
7116	46	0.002583
7612	46	0.002583
5237	46	0.002583
3239	46	0.002583
6389	46	0.002583
6832	46	0.002583
0697	46	0.002583
7737	46	0.002583
6270	46	0.002583
3844	46	0.002583
2764	46	0.002583
3956	46	0.002583
1841	46	0.002583
5461	46	0.002583
9027	46	0.002583
4581	46	0.002583
9809	46	0.002583
7597	46	0.002583
9464	46	0.002583
0095	46	0.002583
9793	46	0.002583
7114	46	0.002583
5732	46	0.002583
9255	46	0.002583
9626	46	0.002583
8113	46	0.002583
8513	46	0.002583
4519	46	0.002583
5759	46	0.002583
2857	46	0.002583
6914	46	0.002583
7756	46	0.002583
4858	46	0.002583
9546	46	0.002583
3154	46	0.002583
3594	46	0.002583
6965	46	0.002583
4159	46	0.002583
8926	46	0.002583
8526	46	0.002583
7545	46	0.002583
8220	46	0.002583
6671	46	0.002583
9972	46	0.002583
4272	46	0.002583
9785	46	0.002583
4932	46	0.002583
0377	46	0.002583
4331	46	0.002583
2768	46	0.002583
8679	46	0.002583
5006	46	0.002583
3329	46	0.002583
5603	46	0.002583
6011	46	0.002583
0038	46	0.002583
2067	46	0.002583
7729	46	0.002583
3371	46	0.002583
4398	46	0.002583
3138	46	0.002583
2649	46	0.002583
4237	46	0.002583
4335	46	0.002583
4378	46	0.002583
5818	46	0.002583
2057	46	0.002583
4381	46	0.002583
7607	46	0.002583
7626	46	0.002583
3826	46	0.002583
4524	46	0.002583
7870	46	0.002583
8423	46	0.002583
4440	46	0.002583
3717	46	0.002583
6546	46	0.002583
7621	46	0.002583
3153	46	0.002583
8862	46	0.002583
6145	46	0.002583
7213	46	0.002583
8323	46	0.002583
6620	46	0.002583
8680	46	0.002583
0181	46	0.002583
9930	46	0.002583
8743	46	0.002583
5166	46	0.002583
4895	46	0.002583
8099	46	0.002583
6808	46	0.002583
5441	46	0.002583
8011	46	0.002583
3839	46	0.002583
4867	46	0.002583
7709	46	0.002583
6779	46	0.002583
8265	46	0.002583
7195	46	0.002583
6133	46	0.002583
2847	46	0.002583
6955	46	0.002583
4380	46	0.002583
4458	46	0.002583
3453	46	0.002583
0379	46	0.002583
4033	46	0.002583
8714	46	0.002583
5276	46	0.002583
6721	46	0.002583
4439	46	0.002583
4463	46	0.002583
3576	46	0.002583
6533	46	0.002583
7741	46	0.002583
6722	46	0.002583
6930	46	0.002583
4531	46	0.002583
6367	46	0.002583
5056	46	0.002583
6267	46	0.002583
0975	46	0.002583
5823	46	0.002583
7515	46	0.002583
2836	46	0.002583
5038	46	0.002583
3607	46	0.002583
4909	46	0.002583
5350	46	0.002583
9419	46	0.002583
5016	45	0.002527
9845	45	0.002527
7674	45	0.002527
5064	45	0.002527
6754	45	0.002527
5070	45	0.002527
9222	45	0.002527
9690	45	0.002527
8996	45	0.002527
4276	45	0.002527
5442	45	0.002527
6394	45	0.002527
9223	45	0.002527
6421	45	0.002527
7421	45	0.002527
4436	45	0.002527
9316	45	0.002527
7235	45	0.002527
5702	45	0.002527
4162	45	0.002527
6925	45	0.002527
3249	45	0.002527
6568	45	0.002527
9693	45	0.002527
7523	45	0.002527
0037	45	0.002527
4170	45	0.002527
6920	45	0.002527
4983	45	0.002527
3878	45	0.002527
8234	45	0.002527
6423	45	0.002527
7316	45	0.002527
0779	45	0.002527
3531	45	0.002527
7122	45	0.002527
5361	45	0.002527
0050	45	0.002527
6770	45	0.002527
0175	45	0.002527
5078	45	0.002527
4927	45	0.002527
3940	45	0.002527
0881	45	0.002527
7520	45	0.002527
8415	45	0.002527
8013	45	0.002527
7822	45	0.002527
7004	45	0.002527
9427	45	0.002527
3544	45	0.002527
6540	45	0.002527
6330	45	0.002527
4671	45	0.002527
9689	45	0.002527
7119	45	0.002527
5058	45	0.002527
9608	45	0.002527
8499	45	0.002527
4844	45	0.002527
8465	45	0.002527
9925	45	0.002527
8381	45	0.002527
0674	45	0.002527
8455	45	0.002527
3563	45	0.002527
6458	45	0.002527
3168	45	0.002527
6499	45	0.002527
5536	45	0.002527
6426	45	0.002527
6697	45	0.002527
7175	45	0.002527
9794	45	0.002527
6003	45	0.002527
3664	45	0.002527
8654	45	0.002527
8675	45	0.002527
0244	45	0.002527
9362	45	0.002527
2841	45	0.002527
8529	45	0.002527
8554	45	0.002527
9145	45	0.002527
8278	45	0.002527
6431	45	0.002527
7307	45	0.002527
6159	45	0.002527
8566	45	0.002527
9959	45	0.002527
6573	45	0.002527
0352	45	0.002527
6524	45	0.002527
6614	45	0.002527
6632	45	0.002527
4784	45	0.002527
6197	45	0.002527
5332	45	0.002527
5924	45	0.002527
3097	45	0.002527
6368	45	0.002527
3908	45	0.002527
6807	45	0.002527
0580	45	0.002527
7355	45	0.002527
8448	45	0.002527
7075	45	0.002527
8875	45	0.002527
8625	45	0.002527
3449	45	0.002527
6401	45	0.002527
6211	45	0.002527
0093	45	0.002527
0797	45	0.002527
3337	45	0.002527
4167	45	0.002527
9230	45	0.002527
7849	45	0.002527
7198	45	0.002527
9633	45	0.002527
9226	45	0.002527
0168	45	0.002527
1653	45	0.002527
2966	45	0.002527
7694	45	0.002527
3865	45	0.002527
3074	45	0.002527
9315	45	0.002527
3827	45	0.002527
3925	45	0.002527
6298	45	0.002527
5072	45	0.002527
5865	45	0.002527
7228	45	0.002527
4619	45	0.002527
2935	45	0.002527
8463	45	0.002527
4704	45	0.002527
6457	45	0.002527
7020	45	0.002527
7853	45	0.002527
5641	45	0.002527
4048	45	0.002527
3641	45	0.002527
9456	45	0.002527
5134	45	0.002527
5435	45	0.002527
6845	45	0.002527
6596	45	0.002527
9181	45	0.002527
0555	45	0.002527
6177	45	0.002527
4175	45	0.002527
7498	45	0.002527
5927	45	0.002527
4441	45	0.002527
3530	45	0.002527
7574	45	0.002527
8982	44	0.002471
6324	44	0.002471
4960	44	0.002471
5138	44	0.002471
9782	44	0.002471
5650	44	0.002471
8231	44	0.002471
4783	44	0.002471
0567	44	0.002471
8517	44	0.002471
3459	44	0.002471
3444	44	0.002471
4922	44	0.002471
3261	44	0.002471
5146	44	0.002471
5856	44	0.002471
6713	44	0.002471
3139	44	0.002471
4695	44	0.002471
7858	44	0.002471
7772	44	0.002471
3347	44	0.002471
6662	44	0.002471
9070	44	0.002471
0170	44	0.002471
6117	44	0.002471
5476	44	0.002471
8623	44	0.002471
4542	44	0.002471
7765	44	0.002471
6287	44	0.002471
5814	44	0.002471
8376	44	0.002471
5846	44	0.002471
4642	44	0.002471
5024	44	0.002471
3766	44	0.002471
4053	44	0.002471
2956	44	0.002471
0240	44	0.002471
4868	44	0.002471
7322	44	0.002471
8330	44	0.002471
6626	44	0.002471
8542	44	0.002471
7154	44	0.002471
5979	44	0.002471
6278	44	0.002471
6044	44	0.002471
8838	44	0.002471
3598	44	0.002471
3818	44	0.002471
4138	44	0.002471
3837	44	0.002471
7546	44	0.002471
9713	44	0.002471
5268	44	0.002471
8369	44	0.002471
7174	44	0.002471
4109	44	0.002471
7237	44	0.002471
3877	44	0.002471
4659	44	0.002471
7134	44	0.002471
0631	44	0.002471
7715	44	0.002471
8916	44	0.002471
4816	44	0.002471
6793	44	0.002471
5265	44	0.002471
0882	44	0.002471
8702	44	0.002471
3519	44	0.002471
6766	44	0.002471
4819	44	0.002471
4248	44	0.002471
6898	44	0.002471
3794	44	0.002471
4851	44	0.002471
6186	44	0.002471
3732	44	0.002471
3981	44	0.002471
4993	44	0.002471
8928	44	0.002471
6934	44	0.002471
7693	44	0.002471
3779	44	0.002471
7501	44	0.002471
8377	44	0.002471
7583	44	0.002471
4626	44	0.002471
5764	44	0.002471
9280	44	0.002471
6615	44	0.002471
7831	44	0.002471
4470	44	0.002471
6520	44	0.002471
3338	44	0.002471
3465	44	0.002471
7145	44	0.002471
7752	44	0.002471
9416	44	0.002471
0596	44	0.002471
8456	44	0.002471
8087	44	0.002471
8297	44	0.002471
6445	44	0.002471
3341	44	0.002471
7611	44	0.002471
6531	44	0.002471
7860	44	0.002471
6796	44	0.002471
0041	44	0.002471
6432	44	0.002471
5129	44	0.002471
7762	44	0.002471
8779	44	0.002471
6276	44	0.002471
8145	44	0.002471
7229	44	0.002471
3780	44	0.002471
3708	44	0.002471
3782	44	0.002471
8007	44	0.002471
5142	44	0.002471
0277	44	0.002471
5157	44	0.002471
8741	44	0.002471
9423	44	0.002471
3933	44	0.002471
9610	44	0.002471
4392	43	0.002415
7497	43	0.002415
6854	43	0.002415
0276	43	0.002415
8131	43	0.002415
6215	43	0.002415
7825	43	0.002415
7328	43	0.002415
2744	43	0.002415
5099	43	0.002415
7302	43	0.002415
8841	43	0.002415
7552	43	0.002415
5660	43	0.002415
5913	43	0.002415
4752	43	0.002415
4782	43	0.002415
6365	43	0.002415
3924	43	0.002415
9129	43	0.002415
5244	43	0.002415
7513	43	0.002415
9014	43	0.002415
2642	43	0.002415
6995	43	0.002415
0042	43	0.002415
9269	43	0.002415
7219	43	0.002415
3058	43	0.002415
5165	43	0.002415
3658	43	0.002415
5158	43	0.002415
5273	43	0.002415
9862	43	0.002415
4773	43	0.002415
4951	43	0.002415
7270	43	0.002415
7609	43	0.002415
4750	43	0.002415
6412	43	0.002415
5832	43	0.002415
4944	43	0.002415
4467	43	0.002415
8129	43	0.002415
8179	43	0.002415
9825	43	0.002415
9489	43	0.002415
6547	43	0.002415
4518	43	0.002415
5057	43	0.002415
4035	43	0.002415
5356	43	0.002415
4136	43	0.002415
5860	43	0.002415
5259	43	0.002415
7208	43	0.002415
6090	43	0.002415
9152	43	0.002415
8322	43	0.002415
0681	43	0.002415
3793	43	0.002415
3548	43	0.002415
7919	43	0.002415
7375	43	0.002415
5767	43	0.002415
4352	43	0.002415
8970	43	0.002415
6772	43	0.002415
8320	43	0.002415
9677	43	0.002415
6380	43	0.002415
3781	43	0.002415
9480	43	0.002415
7494	43	0.002415
7246	43	0.002415
0575	43	0.002415
4716	43	0.002415
8089	43	0.002415
4976	43	0.002415
7021	43	0.002415
3172	43	0.002415
4369	43	0.002415
8078	43	0.002415
8173	43	0.002415
8720	43	0.002415
5183	43	0.002415
3528	43	0.002415
6909	43	0.002415
7401	43	0.002415
6672	43	0.002415
4836	43	0.002415
5429	43	0.002415
8578	43	0.002415
9913	43	0.002415
4633	43	0.002415
8169	43	0.002415
4261	43	0.002415
2073	43	0.002415
9829	43	0.002415
7469	43	0.002415
3896	43	0.002415
7819	43	0.002415
3543	43	0.002415
5033	43	0.002415
6173	43	0.002415
7422	43	0.002415
3944	43	0.002415
7319	43	0.002415
5346	43	0.002415
9949	43	0.002415
7518	43	0.002415
6128	43	0.002415
3555	43	0.002415
3508	43	0.002415
4614	43	0.002415
7124	43	0.002415
8977	43	0.002415
6522	43	0.002415
6256	43	0.002415
5409	43	0.002415
0499	43	0.002415
6814	43	0.002415
4249	43	0.002415
3559	43	0.002415
7581	43	0.002415
5840	43	0.002415
6701	43	0.002415
8429	43	0.002415
4876	43	0.002415
7603	43	0.002415
9652	43	0.002415
3460	43	0.002415
8954	43	0.002415
7334	43	0.002415
8620	43	0.002415
0174	43	0.002415
2062	43	0.002415
3767	43	0.002415
0551	43	0.002415
7754	43	0.002415
3163	43	0.002415
9324	43	0.002415
6774	43	0.002415
4903	43	0.002415
4370	43	0.002415
7074	43	0.002415
5037	43	0.002415
4715	43	0.002415
9417	43	0.002415
5398	43	0.002415
9482	43	0.002415
4956	43	0.002415
0876	43	0.002415
5807	43	0.002415
3971	43	0.002415
9428	43	0.002415
6252	43	0.002415
0059	43	0.002415
5763	43	0.002415
9624	43	0.002415
8432	43	0.002415
8914	43	0.002415
4549	43	0.002415
5752	43	0.002415
4098	43	0.002415
7393	43	0.002415
5240	43	0.002415
2962	43	0.002415
6619	43	0.002415
4019	43	0.002415
8086	42	0.002359
8698	42	0.002359
8024	42	0.002359
4419	42	0.002359
9317	42	0.002359
8872	42	0.002359
0139	42	0.002359
7862	42	0.002359
6877	42	0.002359
6602	42	0.002359
8270	42	0.002359
6896	42	0.002359
7268	42	0.002359
7815	42	0.002359
9308	42	0.002359
4535	42	0.002359
8754	42	0.002359
9453	42	0.002359
7675	42	0.002359
4164	42	0.002359
5185	42	0.002359
9166	42	0.002359
3064	42	0.002359
7728	42	0.002359
4442	42	0.002359
5043	42	0.002359
6526	42	0.002359
8965	42	0.002359
4756	42	0.002359
9018	42	0.002359
6773	42	0.002359
3063	42	0.002359
7202	42	0.002359
6156	42	0.002359
7632	42	0.002359
5457	42	0.002359
7298	42	0.002359
4047	42	0.002359
8298	42	0.002359
0457	42	0.002359
9884	42	0.002359
5803	42	0.002359
6154	42	0.002359
6383	42	0.002359
3813	42	0.002359
4906	42	0.002359
0040	42	0.002359
3932	42	0.002359
2954	42	0.002359
8309	42	0.002359
6933	42	0.002359
8319	42	0.002359
8798	42	0.002359
4127	42	0.002359
9165	42	0.002359
3561	42	0.002359
5731	42	0.002359
3869	42	0.002359
6917	42	0.002359
6160	42	0.002359
8602	42	0.002359
9823	42	0.002359
0053	42	0.002359
5085	42	0.002359
5144	42	0.002359
4908	42	0.002359
9532	42	0.002359
6874	42	0.002359
2754	42	0.002359
5133	42	0.002359
0262	42	0.002359
9156	42	0.002359
8159	42	0.002359
2762	42	0.002359
9844	42	0.002359
9327	42	0.002359
4714	42	0.002359
5867	42	0.002359
4942	42	0.002359
6720	42	0.002359
9625	42	0.002359
6424	42	0.002359
8854	42	0.002359
4267	42	0.002359
4046	42	0.002359
7419	42	0.002359
4135	42	0.002359
5238	42	0.002359
3038	42	0.002359
7013	42	0.002359
8280	42	0.002359
7503	42	0.002359
5348	42	0.002359
0057	42	0.002359
6594	42	0.002359
9385	42	0.002359
7255	42	0.002359
7535	42	0.002359
6580	42	0.002359
2752	42	0.002359
9231	42	0.002359
7256	42	0.002359
8745	42	0.002359
6239	42	0.002359
6244	42	0.002359
3509	42	0.002359
8971	42	0.002359
8725	42	0.002359
8852	42	0.002359
7464	42	0.002359
8275	42	0.002359
8619	42	0.002359
3856	42	0.002359
5932	42	0.002359
9281	42	0.002359
7315	42	0.002359
5029	42	0.002359
9919	42	0.002359
7197	42	0.002359
7386	42	0.002359
7753	42	0.002359
0141	42	0.002359
2758	42	0.002359
6127	42	0.002359
4881	42	0.002359
6783	42	0.002359
3529	42	0.002359
9318	42	0.002359
3158	42	0.002359
2840	42	0.002359
5379	42	0.002359
0060	42	0.002359
7472	42	0.002359
3870	42	0.002359
3348	42	0.002359
6876	42	0.002359
8547	42	0.002359
3703	42	0.002359
2852	42	0.002359
6473	42	0.002359
7005	42	0.002359
3042	42	0.002359
4397	42	0.002359
5325	42	0.002359
4447	42	0.002359
4448	42	0.002359
0577	42	0.002359
9275	42	0.002359
5163	42	0.002359
5831	42	0.002359
9866	42	0.002359
9219	42	0.002359
8532	42	0.002359
3976	42	0.002359
9567	42	0.002359
6710	42	0.002359
7433	41	0.002303
7395	41	0.002303
8514	41	0.002303
3820	41	0.002303
4796	41	0.002303
7220	41	0.002303
7231	41	0.002303
7417	41	0.002303
9774	41	0.002303
9850	41	0.002303
6235	41	0.002303
9575	41	0.002303
7032	41	0.002303
8178	41	0.002303
8263	41	0.002303
4557	41	0.002303
5726	41	0.002303
7279	41	0.002303
7331	41	0.002303
8135	41	0.002303
5179	41	0.002303
5068	41	0.002303
6597	41	0.002303
5904	41	0.002303
1839	41	0.002303
5347	41	0.002303
9180	41	0.002303
7526	41	0.002303
4650	41	0.002303
